set,card_name,image_url
Mercadian Masques,Kyren Glider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19604&type=card
Mercadian Masques,Kyren Legate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19841&type=card
Mercadian Masques,Kyren Negotiations,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19846&type=card
Mercadian Masques,Kyren Sniper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19606&type=card
Mercadian Masques,Lava Runner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19845&type=card
Mercadian Masques,Lightning Hounds,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19618&type=card
Mercadian Masques,Lithophage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19731&type=card
Mercadian Masques,Lunge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19617&type=card
Mercadian Masques,Magistrate's Veto,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19854&type=card
Mercadian Masques,Mercadia's Downfall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19850&type=card
Mercadian Masques,Ogre Taskmaster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19844&type=card
Mercadian Masques,Pulverize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19724&type=card
Mercadian Masques,Puppet's Verdict,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19721&type=card
Mercadian Masques,Robber Fly,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19719&type=card
Mercadian Masques,Rock Badger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19840&type=card
Mercadian Masques,Seismic Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19835&type=card
Mercadian Masques,Shock Troops,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19609&type=card
Mercadian Masques,Sizzle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19611&type=card
Mercadian Masques,"Squee, Goblin Nabob",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19716&type=card
Mercadian Masques,Stone Rain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19612&type=card
Mercadian Masques,Tectonic Break,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19720&type=card
Mercadian Masques,Territorial Dispute,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19718&type=card
Mercadian Masques,Thieves' Auction,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19722&type=card
Mercadian Masques,Thunderclap,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19615&type=card
Mercadian Masques,Tremor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19614&type=card
Mercadian Masques,Two-Headed Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19711&type=card
Mercadian Masques,Uphill Battle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20786&type=card
Mercadian Masques,Volcanic Wind,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19853&type=card
Mercadian Masques,War Cadence,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19619&type=card
Mercadian Masques,Warmonger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19837&type=card
Mercadian Masques,Warpath,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19851&type=card
Mercadian Masques,Wild Jhovall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19605&type=card
Mercadian Masques,Word of Blasting,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19852&type=card
Mercadian Masques,Ancestral Mask,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19634&type=card
Mercadian Masques,Bifurcate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19741&type=card
Mercadian Masques,Boa Constrictor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19859&type=card
Mercadian Masques,Briar Patch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19745&type=card
Mercadian Masques,Caller of the Hunt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19730&type=card
Mercadian Masques,Caustic Wasps,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19865&type=card
Mercadian Masques,Clear the Land,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19873&type=card
Mercadian Masques,Collective Unconscious,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19739&type=card
Mercadian Masques,Dawnstrider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19855&type=card
Mercadian Masques,Deadly Insect,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19628&type=card
Mercadian Masques,Deepwood Drummer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19621&type=card
Mercadian Masques,Deepwood Elder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22895&type=card
Mercadian Masques,Deepwood Tantiv,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19866&type=card
Mercadian Masques,Deepwood Wolverine,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19623&type=card
Mercadian Masques,Desert Twister,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19638&type=card
Mercadian Masques,Erithizon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19734&type=card
Mercadian Masques,Ferocity,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19639&type=card
Mercadian Masques,Food Chain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19737&type=card
Mercadian Masques,Foster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19740&type=card
Mercadian Masques,Game Preserve,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19742&type=card
Mercadian Masques,Giant Caterpillar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20847&type=card
Mercadian Masques,Groundskeeper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19863&type=card
Mercadian Masques,Horned Troll,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19630&type=card
Mercadian Masques,Howling Wolf,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19632&type=card
Mercadian Masques,Hunted Wumpus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19857&type=card
Mercadian Masques,Invigorate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19640&type=card
Mercadian Masques,Land Grant,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19633&type=card
Mercadian Masques,Ley Line,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19867&type=card
Mercadian Masques,Lumbering Satyr,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19860&type=card
Mercadian Masques,Lure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22053&type=card
Mercadian Masques,Megatherium,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19733&type=card
Mercadian Masques,Natural Affinity,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19875&type=card
Mercadian Masques,Pangosaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20788&type=card
Mercadian Masques,Revive,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19641&type=card
Mercadian Masques,Rushwood Dryad,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19627&type=card
Mercadian Masques,Rushwood Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19869&type=card
Mercadian Masques,Rushwood Herbalist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19622&type=card
Mercadian Masques,Rushwood Legate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19864&type=card
Mercadian Masques,Saber Ants,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19862&type=card
Mercadian Masques,Sacred Prey,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19738&type=card
Mercadian Masques,Silverglade Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19631&type=card
Mercadian Masques,Silverglade Pathfinder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19728&type=card
Mercadian Masques,Snake Pit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19876&type=card
Mercadian Masques,Snorting Gahr,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19626&type=card
Mercadian Masques,Spidersilk Armor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19870&type=card
Mercadian Masques,Spontaneous Generation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19871&type=card
Mercadian Masques,Squall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19636&type=card
Mercadian Masques,Squallmonger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19856&type=card
Mercadian Masques,Stamina,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19868&type=card
Mercadian Masques,Sustenance,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19849&type=card
Mercadian Masques,Tiger Claws,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19635&type=card
Mercadian Masques,Tranquility,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19637&type=card
Mercadian Masques,Venomous Breath,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19744&type=card
Mercadian Masques,Venomous Dragonfly,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19625&type=card
Mercadian Masques,Vernal Equinox,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19736&type=card
Mercadian Masques,Vine Dryad,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19735&type=card
Mercadian Masques,Vine Trellis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19624&type=card
Mercadian Masques,Assembly Hall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19761&type=card
Mercadian Masques,Barbed Wire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19883&type=card
Mercadian Masques,Bargaining Table,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19749&type=card
Mercadian Masques,Credit Voucher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19885&type=card
Mercadian Masques,Crenellated Wall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19880&type=card
Mercadian Masques,Crooked Scales,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19752&type=card
Mercadian Masques,Crumbling Sanctuary,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19746&type=card
Mercadian Masques,Distorting Lens,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19758&type=card
Mercadian Masques,Eye of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19765&type=card
Mercadian Masques,General's Regalia,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19753&type=card
Mercadian Masques,Heart of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19766&type=card
Mercadian Masques,Henge Guardian,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19770&type=card
Mercadian Masques,Horn of Plenty,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19755&type=card
Mercadian Masques,Horn of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19763&type=card
Mercadian Masques,Iron Lance,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19882&type=card
Mercadian Masques,Jeweled Torque,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19884&type=card
Mercadian Masques,Kyren Archive,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19756&type=card
Mercadian Masques,Kyren Toy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19759&type=card
Mercadian Masques,Magistrate's Scepter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19748&type=card
Mercadian Masques,Mercadian Atlas,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20844&type=card
Mercadian Masques,Mercadian Lift,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19754&type=card
Mercadian Masques,Monkey Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19878&type=card
Mercadian Masques,Panacea,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19886&type=card
Mercadian Masques,Power Matrix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19888&type=card
Mercadian Masques,Puffer Extract,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19881&type=card
Mercadian Masques,Rishadan Pawnshop,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19757&type=card
Mercadian Masques,Skull of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19764&type=card
Mercadian Masques,Tooth of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19762&type=card
Mercadian Masques,Toymaker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19877&type=card
Mercadian Masques,Worry Beads,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19747&type=card
Mercadian Masques,Dust Bowl,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19772&type=card
Mercadian Masques,Fountain of Cho,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19893&type=card
Mercadian Masques,Henge of Ramos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19768&type=card
Mercadian Masques,Hickory Woodlot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19646&type=card
Mercadian Masques,High Market,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19890&type=card
Mercadian Masques,Mercadian Bazaar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19894&type=card
Mercadian Masques,Peat Bog,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19644&type=card
Mercadian Masques,Remote Farm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19642&type=card
Mercadian Masques,Rishadan Port,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19767&type=card
Mercadian Masques,Rushwood Grove,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19895&type=card
Mercadian Masques,Sandstone Needle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19645&type=card
Mercadian Masques,Saprazzan Cove,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19891&type=card
Mercadian Masques,Saprazzan Skerry,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19643&type=card
Mercadian Masques,Subterranean Hangar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19892&type=card
Mercadian Masques,Tower of the Magistrate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19769&type=card
Mercadian Masques,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20880&type=card
Mercadian Masques,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20881&type=card
Mercadian Masques,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20882&type=card
Mercadian Masques,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20883&type=card
Mercadian Masques,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20884&type=card
Mercadian Masques,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20885&type=card
Mercadian Masques,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20886&type=card
Mercadian Masques,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20887&type=card
Mercadian Masques,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20888&type=card
Mercadian Masques,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20889&type=card
Mercadian Masques,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20890&type=card
Mercadian Masques,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20891&type=card
Mercadian Masques,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20892&type=card
Mercadian Masques,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20893&type=card
Mercadian Masques,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20894&type=card
Mercadian Masques,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20895&type=card
Mercadian Masques,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20896&type=card
Mercadian Masques,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20897&type=card
Mercadian Masques,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20898&type=card
Mercadian Masques,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=20899&type=card
Nemesis,Angelic Favor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21258&type=card
Nemesis,Avenger en-Dal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21263&type=card
Nemesis,Blinding Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21273&type=card
Nemesis,Chieftain en-Dal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21264&type=card
Nemesis,Defender en-Vec,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22026&type=card
Nemesis,Defiant Falcon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21251&type=card
Nemesis,Defiant Vanguard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21266&type=card
Nemesis,Fanatical Devotion,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21260&type=card
Nemesis,Lashknife,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21257&type=card
Nemesis,Lawbringer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21255&type=card
Nemesis,Lightbringer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21256&type=card
Nemesis,"Lin Sivvi, Defiant Hero",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21271&type=card
Nemesis,Netter en-Dal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22027&type=card
Nemesis,Noble Stand,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21262&type=card
Nemesis,Off Balance,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22032&type=card
Nemesis,Oracle's Attendants,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22030&type=card
Nemesis,Parallax Wave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22028&type=card
Nemesis,Seal of Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21259&type=card
Nemesis,Silkenfist Fighter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22320&type=card
Nemesis,Silkenfist Order,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22338&type=card
Nemesis,Sivvi's Ruse,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21270&type=card
Nemesis,Sivvi's Valor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22302&type=card
Nemesis,Spiritual Asylum,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21277&type=card
Nemesis,Topple,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21268&type=card
Nemesis,Voice of Truth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21265&type=card
Nemesis,Accumulated Knowledge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21285&type=card
Nemesis,Aether Barrier,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22289&type=card
Nemesis,Air Bladder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22377&type=card
Nemesis,Cloudskate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21280&type=card
Nemesis,Daze,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21284&type=card
Nemesis,Dominate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21303&type=card
Nemesis,Ensnare,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22881&type=card
Nemesis,Infiltrate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21286&type=card
Nemesis,Jolting Merfolk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21281&type=card
Nemesis,Oraxid,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22293&type=card
Nemesis,Pale Moon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21302&type=card
Nemesis,Parallax Tide,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22035&type=card
Nemesis,Rising Waters,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21304&type=card
Nemesis,Rootwater Commando,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22292&type=card
Nemesis,Rootwater Thief,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22889&type=card
Nemesis,Seahunter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21297&type=card
Nemesis,Seal of Removal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21287&type=card
Nemesis,Sliptide Serpent,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21283&type=card
Nemesis,Sneaky Homunculus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21282&type=card
Nemesis,Stronghold Biologist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21298&type=card
Nemesis,Stronghold Machinist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22033&type=card
Nemesis,Stronghold Zeppelin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22880&type=card
Nemesis,Submerge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21296&type=card
Nemesis,Trickster Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21278&type=card
Nemesis,Wandering Eye,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21279&type=card
Nemesis,Ascendant Evincar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22897&type=card
Nemesis,Battlefield Percher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21320&type=card
Nemesis,Belbe's Percher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21308&type=card
Nemesis,Carrion Wall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21319&type=card
Nemesis,Dark Triumph,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21322&type=card
Nemesis,Death Pit Offering,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21330&type=card
Nemesis,Divining Witch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21318&type=card
Nemesis,Massacre,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21324&type=card
Nemesis,Mind Slash,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21331&type=card
Nemesis,Mind Swords,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21313&type=card
Nemesis,Murderous Betrayal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21329&type=card
Nemesis,Parallax Dementia,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21315&type=card
Nemesis,Parallax Nexus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22031&type=card
Nemesis,Phyrexian Driver,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22379&type=card
Nemesis,Phyrexian Prowler,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22029&type=card
Nemesis,Plague Witch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19579&type=card
Nemesis,Rathi Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22890&type=card
Nemesis,Rathi Fiend,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21311&type=card
Nemesis,Rathi Intimidator,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21307&type=card
Nemesis,Seal of Doom,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21316&type=card
Nemesis,Spineless Thug,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21310&type=card
Nemesis,Spiteful Bully,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21309&type=card
Nemesis,Stronghold Discipline,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22374&type=card
Nemesis,Vicious Hunger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21317&type=card
Nemesis,Volrath the Fallen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21328&type=card
Nemesis,Ancient Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22296&type=card
Nemesis,Arc Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21343&type=card
Nemesis,Bola Warrior,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22060&type=card
Nemesis,Downhill Charge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21338&type=card
Nemesis,Flame Rift,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22290&type=card
Nemesis,Flowstone Crusher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21334&type=card
Nemesis,Flowstone Overseer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21351&type=card
Nemesis,Flowstone Slide,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21355&type=card
Nemesis,Flowstone Strike,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21341&type=card
Nemesis,Flowstone Surge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21348&type=card
Nemesis,Flowstone Wall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21336&type=card
Nemesis,Laccolith Grunt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21333&type=card
Nemesis,Laccolith Rig,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21339&type=card
Nemesis,Laccolith Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22297&type=card
Nemesis,Laccolith Warrior,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21344&type=card
Nemesis,Laccolith Whelp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21335&type=card
Nemesis,Mana Cache,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21356&type=card
Nemesis,Mogg Alarm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21345&type=card
Nemesis,Mogg Salvage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21349&type=card
Nemesis,Mogg Toady,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22299&type=card
Nemesis,Moggcatcher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21350&type=card
Nemesis,Rupture,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21347&type=card
Nemesis,Seal of Fire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21340&type=card
Nemesis,Shrieking Mogg,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21353&type=card
Nemesis,Stronghold Gambit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21357&type=card
Nemesis,Animate Land,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21377&type=card
Nemesis,Blastoderm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21363&type=card
Nemesis,Coiling Woodworm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21364&type=card
Nemesis,Fog Patch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21368&type=card
